,Iteration,Time,Fitness,schedule,Temperature
151,151,0.01500111901562508,0.0,5,5
152,152,0.01507640562500008,0.0,5,5
153,153,0.015151692234375081,0.0,5,5
154,154,0.015226978843750082,0.0,5,5
155,155,0.015302265453125083,0.0,5,5
156,156,0.015377552062500084,0.0,5,5
157,157,0.015452838671875085,0.0,5,5
158,158,0.015528125281250086,0.0,5,5
159,159,0.015603411890625087,0.0,5,5
160,160,0.015678698500000088,0.0,5,5
161,161,0.01575398510937509,0.0,5,5
162,162,0.01582927171875009,0.0,5,5
163,163,0.01590455832812509,0.0,5,5
164,164,0.01597984493750009,0.0,5,5
165,165,0.016055131546875094,0.0,5,5
166,166,0.016130418156250093,0.0,5,5
167,167,0.016205704765625092,0.0,5,5
168,168,0.016280991375000095,0.0,5,5
169,169,0.016356277984375098,0.0,5,5
170,170,0.016431564593750097,0.0,5,5
171,171,0.016506851203125096,0.0,5,5
172,172,0.0165821378125001,0.0,5,5
173,173,0.0166574244218751,0.0,5,5
174,174,0.0167327110312501,0.0,5,5
175,175,0.0168079976406251,0.0,5,5
176,176,0.016883284250000102,0.0,5,5
177,177,0.016958570859375105,0.0,5,5
178,178,0.017033857468750104,0.0,5,5
179,179,0.017109144078125103,0.0,5,5
180,180,0.017184430687500106,0.0,5,5
181,181,0.01725971729687511,0.0,5,5
182,182,0.017335003906250108,0.0,5,5
183,183,0.017410290515625107,0.0,5,5
184,184,0.01748557712500011,0.0,5,5
185,185,0.017560863734375112,0.0,5,5
186,186,0.01763615034375011,0.0,5,5
187,187,0.01771143695312511,0.0,5,5
188,188,0.017786723562500113,0.0,5,5
189,189,0.017862010171875116,0.0,5,5
190,190,0.017937296781250115,0.0,5,5
191,191,0.018012583390625114,0.0,5,5
192,192,0.018087870000000117,0.0,5,5
193,193,0.01816315660937512,0.0,5,5
194,194,0.01823844321875012,0.0,5,5
195,195,0.018313729828125118,0.0,5,5
196,196,0.01838901643750012,0.0,5,5
197,197,0.018464303046875123,0.0,5,5
198,198,0.018539589656250122,0.0,5,5
199,199,0.01861487626562512,1.0,5,5
200,200,0.018690162875000124,1.0,5,5
201,201,0.018765449484375127,1.0,5,5
202,202,0.018840736093750126,1.0,5,5
203,203,0.018916022703125125,1.0,5,5
204,204,0.018991309312500128,1.0,5,5
205,205,0.01906659592187513,1.0,5,5
206,206,0.01914188253125013,1.0,5,5
207,207,0.01921716914062513,1.0,5,5
208,208,0.01929245575000013,1.0,5,5
209,209,0.019367742359375134,1.0,5,5
210,210,0.019443028968750133,1.0,5,5
211,211,0.019518315578125132,1.0,5,5
212,212,0.019593602187500135,1.0,5,5
213,213,0.019668888796875138,1.0,5,5
214,214,0.019744175406250137,1.0,5,5
215,215,0.019819462015625136,1.0,5,5
216,216,0.01989474862500014,1.0,5,5
217,217,0.01997003523437514,1.0,5,5
218,218,0.02004532184375014,1.0,5,5
219,219,0.02012060845312514,1.0,5,5
220,220,0.020195895062500142,1.0,5,5
221,221,0.020271181671875145,1.0,5,5
222,222,0.020346468281250144,1.0,5,5
223,223,0.020421754890625143,1.0,5,5
224,224,0.020497041500000146,1.0,5,5
225,225,0.02057232810937515,1.0,5,5
226,226,0.020647614718750148,1.0,5,5
227,227,0.020722901328125147,1.0,5,5
228,228,0.02079818793750015,1.0,5,5
229,229,0.020873474546875152,1.0,5,5
230,230,0.02094876115625015,1.0,5,5
231,231,0.02102404776562515,1.0,5,5
232,232,0.021099334375000153,2.0,5,5
233,233,0.021174620984375156,2.0,5,5
234,234,0.021249907593750155,2.0,5,5
235,235,0.021325194203125154,2.0,5,5
236,236,0.021400480812500157,2.0,5,5
237,237,0.02147576742187516,2.0,5,5
238,238,0.02155105403125016,2.0,5,5
239,239,0.021626340640625158,2.0,5,5
240,240,0.02170162725000016,2.0,5,5
241,241,0.021776913859375163,2.0,5,5
242,242,0.021852200468750162,2.0,5,5
243,243,0.02192748707812516,2.0,5,5
244,244,0.022002773687500164,2.0,5,5
245,245,0.022078060296875167,2.0,5,5
246,246,0.022153346906250166,2.0,5,5
247,247,0.022228633515625165,2.0,5,5
248,248,0.022303920125000168,2.0,5,5
249,249,0.02237920673437517,2.0,5,5
250,250,0.02245449334375017,2.0,5,5
251,251,0.02252977995312517,2.0,5,5
252,252,0.02260506656250017,2.0,5,5
253,253,0.022680353171875174,2.0,5,5
254,254,0.022755639781250173,2.0,5,5
255,255,0.022830926390625172,2.0,5,5
256,256,0.022906213000000175,2.0,5,5
257,257,0.022977836191406427,2.0,5,5
258,258,0.023049459382812675,2.0,5,5
259,259,0.023121082574218924,2.0,5,5
260,260,0.023192705765625175,2.0,5,5
261,261,0.023264328957031427,2.0,5,5
262,262,0.023335952148437675,2.0,5,5
263,263,0.023407575339843924,2.0,5,5
264,264,0.023479198531250176,2.0,5,5
265,265,0.023550821722656427,2.0,5,5
266,266,0.023622444914062676,2.0,5,5
267,267,0.023694068105468924,2.0,5,5
268,268,0.023765691296875176,2.0,5,5
269,269,0.023837314488281428,2.0,5,5
270,270,0.023908937679687676,2.0,5,5
271,271,0.023980560871093924,2.0,5,5
272,272,0.024052184062500176,2.0,5,5
273,273,0.024123807253906428,2.0,5,5
274,274,0.024195430445312676,2.0,5,5
275,275,0.024267053636718924,2.0,5,5
276,276,0.024338676828125176,2.0,5,5
277,277,0.024410300019531428,2.0,5,5
278,278,0.024481923210937676,2.0,5,5
279,279,0.024553546402343925,2.0,5,5
280,280,0.024625169593750176,2.0,5,5
281,281,0.024696792785156428,2.0,5,5
282,282,0.024768415976562676,2.0,5,5
283,283,0.024840039167968925,2.0,5,5
284,284,0.024911662359375177,2.0,5,5
285,285,0.02498328555078143,2.0,5,5
286,286,0.025054908742187677,2.0,5,5
287,287,0.025126531933593925,2.0,5,5
288,288,0.025198155125000177,2.0,5,5
289,289,0.02526977831640643,2.0,5,5
290,290,0.025341401507812677,2.0,5,5
291,291,0.025413024699218925,2.0,5,5
292,292,0.025484647890625177,2.0,5,5
293,293,0.02555627108203143,2.0,5,5
294,294,0.025627894273437677,4.0,5,5
295,295,0.025699517464843925,4.0,5,5
296,296,0.025771140656250177,4.0,5,5
297,297,0.02584276384765643,4.0,5,5
298,298,0.025914387039062677,4.0,5,5
299,299,0.025986010230468926,4.0,5,5
300,300,0.026057633421875177,4.0,5,5
301,301,0.02612925661328143,4.0,5,5
302,302,0.026200879804687677,4.0,5,5
303,303,0.026272502996093926,4.0,5,5
304,304,0.026344126187500178,4.0,5,5
305,305,0.02641574937890643,4.0,5,5
306,306,0.026487372570312678,4.0,5,5
307,307,0.026558995761718926,4.0,5,5
308,308,0.026630618953125178,4.0,5,5
309,309,0.02670224214453143,4.0,5,5
310,310,0.026773865335937678,4.0,5,5
311,311,0.026845488527343926,4.0,5,5
312,312,0.026917111718750178,4.0,5,5
313,313,0.02698873491015643,4.0,5,5
314,314,0.027060358101562678,5.0,5,5
315,315,0.027131981292968926,5.0,5,5
316,316,0.027203604484375178,6.0,5,5
317,317,0.02727522767578143,6.0,5,5
318,318,0.027346850867187678,6.0,5,5
319,319,0.027418474058593927,6.0,5,5
320,320,0.02749009725000018,6.0,5,5
321,321,0.02756172044140643,6.0,5,5
322,322,0.02763334363281268,6.0,5,5
323,323,0.027704966824218927,6.0,5,5
324,324,0.02777659001562518,6.0,5,5
325,325,0.02784821320703143,6.0,5,5
326,326,0.02791983639843768,6.0,5,5
327,327,0.027991459589843927,6.0,5,5
328,328,0.02806308278125018,6.0,5,5
329,329,0.02813470597265643,6.0,5,5
330,330,0.02820632916406268,6.0,5,5
331,331,0.028277952355468927,6.0,5,5
332,332,0.02834957554687518,6.0,5,5
333,333,0.02842119873828143,6.0,5,5
334,334,0.02849282192968768,6.0,5,5
335,335,0.028564445121093927,6.0,5,5
336,336,0.02863606831250018,6.0,5,5
337,337,0.02870769150390643,6.0,5,5
338,338,0.02877931469531268,6.0,5,5
339,339,0.028850937886718928,6.0,5,5
340,340,0.02892256107812518,6.0,5,5
341,341,0.02899418426953143,6.0,5,5
342,342,0.02906580746093768,6.0,5,5
343,343,0.029137430652343928,6.0,5,5
344,344,0.02920905384375018,6.0,5,5
345,345,0.02928067703515643,6.0,5,5
346,346,0.02935230022656268,6.0,5,5
347,347,0.029423923417968928,7.0,5,5
348,348,0.02949554660937518,7.0,5,5
349,349,0.02956716980078143,7.0,5,5
350,350,0.02963879299218768,7.0,5,5
351,351,0.029710416183593928,7.0,5,5
352,352,0.02978203937500018,7.0,5,5
353,353,0.02985366256640643,7.0,5,5
354,354,0.02992528575781268,7.0,5,5
355,355,0.02999690894921893,7.0,5,5
356,356,0.03006853214062518,7.0,5,5
357,357,0.030140155332031432,7.0,5,5
358,358,0.03021177852343768,7.0,5,5
359,359,0.03028340171484393,7.0,5,5
360,360,0.03035502490625018,7.0,5,5
361,361,0.030426648097656432,7.0,5,5
362,362,0.03049827128906268,7.0,5,5
363,363,0.03056989448046893,7.0,5,5
364,364,0.03064151767187518,7.0,5,5
365,365,0.030713140863281432,7.0,5,5
366,366,0.03078476405468768,7.0,5,5
367,367,0.03085638724609393,7.0,5,5
368,368,0.03092801043750018,7.0,5,5
369,369,0.030999633628906433,7.0,5,5
370,370,0.03107125682031268,7.0,5,5
371,371,0.03114288001171893,7.0,5,5
372,372,0.03121450320312518,8.0,5,5
373,373,0.03128612639453143,8.0,5,5
374,374,0.03135774958593768,8.0,5,5
375,375,0.03142937277734393,8.0,5,5
376,376,0.03150099596875018,8.0,5,5
377,377,0.03157261916015643,8.0,5,5
378,378,0.031644242351562685,8.0,5,5
379,379,0.03171586554296893,8.0,5,5
380,380,0.03178748873437518,8.0,5,5
381,381,0.03185911192578143,8.0,5,5
382,382,0.03193073511718768,8.0,5,5
383,383,0.03200235830859393,8.0,5,5
384,384,0.03207398150000018,8.0,5,5
385,385,0.03214560469140643,8.0,5,5
386,386,0.032217227882812685,8.0,5,5
387,387,0.03228885107421893,8.0,5,5
388,388,0.03236047426562518,8.0,5,5
389,389,0.032432097457031434,8.0,5,5
390,390,0.03250372064843768,8.0,5,5
391,391,0.03257534383984393,8.0,5,5
392,392,0.03264696703125018,8.0,5,5
393,393,0.032718590222656434,8.0,5,5
394,394,0.032790213414062686,8.0,5,5
395,395,0.03286183660546893,8.0,5,5
396,396,0.03293345979687518,8.0,5,5
397,397,0.033005082988281434,8.0,5,5
398,398,0.03307670617968768,8.0,5,5
399,399,0.03314832937109393,8.0,5,5
400,400,0.03321995256250018,8.0,5,5
401,401,0.033291575753906434,8.0,5,5
402,402,0.033363198945312686,8.0,5,5
403,403,0.03343482213671893,8.0,5,5
404,404,0.03350644532812518,8.0,5,5
405,405,0.033578068519531434,8.0,5,5
406,406,0.03364969171093768,8.0,5,5
407,407,0.03372131490234393,8.0,5,5
408,408,0.03379293809375018,8.0,5,5
409,409,0.033864561285156435,8.0,5,5
410,410,0.033936184476562686,8.0,5,5
411,411,0.03400780766796893,8.0,5,5
412,412,0.03407943085937518,8.0,5,5
413,413,0.034151054050781435,8.0,5,5
414,414,0.03422267724218768,8.0,5,5
415,415,0.03429430043359393,8.0,5,5
416,416,0.03436592362500018,8.0,5,5
417,417,0.034437546816406435,8.0,5,5
418,418,0.03450917000781269,8.0,5,5
419,419,0.03458079319921893,8.0,5,5
420,420,0.03465241639062518,8.0,5,5
421,421,0.034724039582031435,8.0,5,5
422,422,0.03479566277343768,8.0,5,5
423,423,0.03486728596484393,8.0,5,5
424,424,0.034938909156250184,8.0,5,5
425,425,0.035010532347656435,8.0,5,5
426,426,0.03508215553906269,8.0,5,5
427,427,0.03515377873046893,8.0,5,5
428,428,0.035225401921875184,8.0,5,5
429,429,0.035297025113281436,8.0,5,5
430,430,0.03536864830468768,8.0,5,5
431,431,0.03544027149609393,10.0,5,5
432,432,0.035511894687500184,10.0,5,5
433,433,0.035583517878906436,10.0,5,5
434,434,0.03565514107031269,10.0,5,5
435,435,0.03572676426171893,10.0,5,5
436,436,0.035798387453125184,10.0,5,5
437,437,0.035870010644531436,10.0,5,5
438,438,0.03594163383593768,10.0,5,5
439,439,0.03601325702734393,10.0,5,5
440,440,0.036084880218750184,10.0,5,5
441,441,0.036156503410156436,10.0,5,5
442,442,0.03622812660156269,10.0,5,5
443,443,0.03629974979296893,10.0,5,5
444,444,0.036371372984375185,10.0,5,5
445,445,0.036442996175781436,10.0,5,5
446,446,0.03651461936718768,10.0,5,5
447,447,0.03658624255859393,10.0,5,5
448,448,0.036657865750000185,10.0,5,5
449,449,0.03672948894140644,10.0,5,5
450,450,0.03680111213281269,10.0,5,5
451,451,0.03687273532421893,10.0,5,5
452,452,0.036944358515625185,10.0,5,5
453,453,0.03701598170703144,10.0,5,5
454,454,0.03708760489843768,10.0,5,5
455,455,0.03715922808984393,10.0,5,5
456,456,0.037230851281250185,10.0,5,5
457,457,0.03730247447265644,10.0,5,5
458,458,0.03737409766406269,10.0,5,5
459,459,0.037445720855468934,10.0,5,5
460,460,0.037517344046875185,10.0,5,5
461,461,0.03758896723828144,10.0,5,5
462,462,0.03766059042968768,10.0,5,5
463,463,0.037732213621093934,10.0,5,5
464,464,0.037803836812500186,10.0,5,5
465,465,0.03787546000390644,10.0,5,5
466,466,0.03794708319531269,10.0,5,5
467,467,0.038018706386718934,10.0,5,5
468,468,0.038090329578125186,10.0,5,5
469,469,0.03816195276953144,10.0,5,5
470,470,0.03823357596093768,10.0,5,5
471,471,0.038305199152343934,10.0,5,5
472,472,0.038376822343750186,10.0,5,5
473,473,0.03844844553515644,10.0,5,5
474,474,0.03852006872656269,10.0,5,5
475,475,0.038591691917968934,10.0,5,5
476,476,0.038663315109375186,10.0,5,5
477,477,0.03873493830078144,10.0,5,5
478,478,0.03880656149218768,10.0,5,5
479,479,0.038878184683593935,10.0,5,5
480,480,0.038949807875000186,10.0,5,5
481,481,0.03902143106640644,10.0,5,5
482,482,0.03909305425781269,10.0,5,5
483,483,0.039164677449218935,10.0,5,5
484,484,0.03923630064062519,10.0,5,5
485,485,0.03930792383203144,10.0,5,5
486,486,0.03937954702343768,10.0,5,5
487,487,0.039451170214843935,10.0,5,5
488,488,0.03952279340625019,10.0,5,5
489,489,0.03959441659765644,10.0,5,5
490,490,0.03966603978906269,10.0,5,5
491,491,0.039737662980468935,10.0,5,5
492,492,0.03980928617187519,10.0,5,5
493,493,0.03988090936328144,10.0,5,5
494,494,0.039952532554687684,10.0,5,5
495,495,0.040024155746093935,10.0,5,5
496,496,0.04009577893750019,10.0,5,5
497,497,0.04016740212890644,10.0,5,5
498,498,0.04023902532031269,10.0,5,5
499,499,0.040310648511718936,10.0,5,5
500,500,0.04038227170312519,10.0,5,5
501,501,0.04045389489453144,10.0,5,5
502,502,0.040525518085937684,10.0,5,5
503,503,0.040597141277343936,10.0,5,5
504,504,0.04066876446875019,10.0,5,5
505,505,0.04074038766015644,10.0,5,5
506,506,0.04081201085156269,10.0,5,5
507,507,0.040883634042968936,10.0,5,5
508,508,0.04095525723437519,10.0,5,5
509,509,0.04102688042578144,10.0,5,5
510,510,0.041098503617187684,10.0,5,5
511,511,0.041170126808593936,10.0,5,5
512,512,0.04124175000000019,10.0,5,5
513,513,0.041333135554687685,10.0,5,5
514,514,0.04142452110937519,10.0,5,5
515,515,0.041515906664062685,10.0,5,5
516,516,0.04160729221875019,10.0,5,5
517,517,0.041698677773437685,10.0,5,5
518,518,0.04179006332812519,10.0,5,5
519,519,0.041881448882812686,10.0,5,5
520,520,0.04197283443750019,10.0,5,5
521,521,0.042064219992187686,11.0,5,5
522,522,0.04215560554687518,11.0,5,5
523,523,0.042246991101562686,11.0,5,5
524,524,0.04233837665625018,11.0,5,5
525,525,0.04242976221093769,11.0,5,5
526,526,0.042521147765625184,11.0,5,5
527,527,0.04261253332031269,11.0,5,5
528,528,0.042703918875000184,11.0,5,5
529,529,0.04279530442968768,11.0,5,5
530,530,0.042886689984375184,11.0,5,5
531,531,0.04297807553906268,11.0,5,5
532,532,0.043069461093750185,11.0,5,5
533,533,0.04316084664843768,11.0,5,5
534,534,0.043252232203125185,11.0,5,5
535,535,0.04334361775781268,11.0,5,5
536,536,0.04343500331250018,11.0,5,5
537,537,0.04352638886718768,11.0,5,5
538,538,0.04361777442187518,11.0,5,5
539,539,0.04370915997656268,11.0,5,5
540,540,0.04380054553125018,11.0,5,5
541,541,0.04389193108593768,11.0,5,5
542,542,0.04398331664062518,11.0,5,5
543,543,0.04407470219531268,11.0,5,5
544,544,0.04416608775000018,11.0,5,5
545,545,0.044257473304687676,11.0,5,5
546,546,0.04434885885937518,11.0,5,5
547,547,0.04444024441406268,11.0,5,5
548,548,0.04453162996875018,11.0,5,5
549,549,0.04462301552343768,11.0,5,5
550,550,0.04471440107812518,11.0,5,5
551,551,0.04480578663281268,11.0,5,5
552,552,0.04489717218750018,11.0,5,5
553,553,0.04498855774218768,11.0,5,5
554,554,0.045079943296875175,11.0,5,5
555,555,0.04517132885156268,11.0,5,5
556,556,0.045262714406250175,11.0,5,5
557,557,0.04535409996093768,11.0,5,5
558,558,0.045445485515625175,11.0,5,5
559,559,0.04553687107031268,11.0,5,5
560,560,0.045628256625000176,11.0,5,5
561,561,0.04571964217968767,11.0,5,5
562,562,0.045811027734375176,11.0,5,5
563,563,0.04590241328906267,11.0,5,5
564,564,0.045993798843750176,11.0,5,5
565,565,0.04608518439843767,11.0,5,5
566,566,0.04617656995312518,11.0,5,5
567,567,0.04626795550781267,11.0,5,5
568,568,0.04635934106250017,11.0,5,5
569,569,0.046450726617187674,11.0,5,5
570,570,0.04654211217187517,11.0,5,5
571,571,0.046633497726562674,11.0,5,5
572,572,0.04672488328125017,11.0,5,5
573,573,0.046816268835937674,11.0,5,5
574,574,0.04690765439062517,11.0,5,5
575,575,0.04699903994531267,11.0,5,5
576,576,0.04709042550000017,11.0,5,5
577,577,0.047181811054687675,11.0,5,5
578,578,0.04727319660937517,11.0,5,5
579,579,0.04736458216406267,11.0,5,5
580,580,0.04745596771875017,11.0,5,5
581,581,0.04754735327343767,11.0,5,5
582,582,0.04763873882812517,11.0,5,5
583,583,0.04773012438281267,11.0,5,5
584,584,0.04782150993750017,11.0,5,5
585,585,0.04791289549218767,11.0,5,5
586,586,0.048004281046875166,11.0,5,5
587,587,0.04809566660156267,11.0,5,5
588,588,0.04818705215625017,11.0,5,5
589,589,0.04827843771093767,11.0,5,5
590,590,0.04836982326562517,11.0,5,5
591,591,0.04846120882031267,11.0,5,5
592,592,0.04855259437500017,11.0,5,5
593,593,0.048643979929687664,17.0,5,5
594,594,0.04873536548437517,17.0,5,5
595,595,0.048826751039062664,17.0,5,5
596,596,0.04891813659375017,17.0,5,5
597,597,0.049009522148437665,17.0,5,5
598,598,0.04910090770312517,17.0,5,5
599,599,0.049192293257812665,17.0,5,5
600,600,0.04928367881250016,17.0,5,5
601,601,0.049375064367187665,17.0,5,5
602,602,0.04946644992187517,17.0,5,5
603,603,0.049557835476562666,17.0,5,5
604,604,0.04964922103125016,17.0,5,5
605,605,0.049740606585937666,17.0,5,5
606,606,0.04983199214062516,17.0,5,5
607,607,0.04992337769531266,17.0,5,5
608,608,0.05001476325000016,17.0,5,5
609,609,0.05010614880468767,17.0,5,5
610,610,0.050197534359375164,17.0,5,5
611,611,0.05028891991406266,17.0,5,5
612,612,0.050380305468750164,17.0,5,5
613,613,0.05047169102343766,17.0,5,5
614,614,0.05056307657812516,17.0,5,5
615,615,0.05065446213281266,17.0,5,5
616,616,0.050745847687500165,17.0,5,5
617,617,0.05083723324218766,17.0,5,5
618,618,0.05092861879687516,17.0,5,5
619,619,0.05102000435156266,17.0,5,5
620,620,0.05111138990625016,17.0,5,5
621,621,0.05120277546093766,17.0,5,5
622,622,0.05129416101562516,17.0,5,5
623,623,0.05138554657031266,17.0,5,5
624,624,0.05147693212500016,17.0,5,5
625,625,0.051568317679687656,17.0,5,5
626,626,0.05165970323437516,17.0,5,5
627,627,0.051751088789062656,17.0,5,5
628,628,0.05184247434375016,17.0,5,5
629,629,0.051933859898437656,17.0,5,5
630,630,0.05202524545312516,17.0,5,5
631,631,0.05211663100781266,17.0,5,5
632,632,0.052208016562500154,17.0,5,5
633,633,0.05229940211718766,17.0,5,5
634,634,0.05239078767187516,17.0,5,5
635,635,0.05248217322656266,17.0,5,5
636,636,0.052573558781250154,17.0,5,5
637,637,0.05266494433593766,17.0,5,5
638,638,0.052756329890625155,17.0,5,5
639,639,0.05284771544531265,17.0,5,5
640,640,0.052939101000000155,17.0,5,5
641,641,0.05303048655468766,17.0,5,5
642,642,0.053121872109375155,17.0,5,5
643,643,0.05321325766406265,17.0,5,5
644,644,0.053304643218750156,17.0,5,5
645,645,0.05339602877343765,17.0,5,5
646,646,0.05348741432812515,17.0,5,5
647,647,0.05357879988281265,19.0,5,5
648,648,0.053670185437500156,19.0,5,5
649,649,0.05376157099218765,19.0,5,5
650,650,0.05385295654687515,19.0,5,5
651,651,0.05394434210156265,19.0,5,5
652,652,0.05403572765625015,19.0,5,5
653,653,0.054127113210937654,19.0,5,5
654,654,0.05421849876562515,19.0,5,5
655,655,0.054309884320312654,19.0,5,5
656,656,0.05440126987500015,19.0,5,5
657,657,0.05449265542968765,19.0,5,5
658,658,0.05458404098437515,19.0,5,5
659,659,0.05467542653906265,19.0,5,5
660,660,0.05476681209375015,19.0,5,5
661,661,0.05485819764843765,20.0,5,5
662,662,0.05494958320312515,20.0,5,5
